,article_name,country,rev_id,article_quality,Population mid-2018 (millions)
433,David Karubanga,Uganda,799178559.0,Stub,44.1
434,Peter Takirambudde,Uganda,799513148.0,Stub,44.1
435,Mustafa Adrisi,Uganda,799651351.0,Stub,44.1
436,Rose Namayanja,Uganda,800003733.0,C,44.1
437,Timeline of Kampala,Uganda,800090136.0,C,44.1
438,Dora Byamukama,Uganda,800350710.0,Stub,44.1
439,Kirya Balaki Kebba,Uganda,800452152.0,C,44.1
440,Ismail Ogama,Uganda,800595514.0,Stub,44.1
441,Kassiano Wadri,Uganda,800595577.0,Stub,44.1
442,Abraham Waligo,Uganda,800900766.0,Stub,44.1
443,Rebecca Kadaga,Uganda,800965489.0,Start,44.1
444,Emma Boona,Uganda,801577218.0,C,44.1
445,Augustine Nshimye,Uganda,801836959.0,Start,44.1
446,Ibrahim Ssemujju Nganda,Uganda,801874546.0,Start,44.1
447,Paulo Muwanga,Uganda,802211455.0,Start,44.1
448,Christopher Kibanzanga,Uganda,802286792.0,Start,44.1
449,Ezekiel Tenywa Wako of Busoga,Uganda,802517620.0,Stub,44.1
450,Robert Kyagulanyi Ssentamu,Uganda,802822017.0,C,44.1
451,Mariam Najjemba,Uganda,802972400.0,Start,44.1
452,Bernadette Olowo,Uganda,803360897.0,Stub,44.1
453,Monica Azuba Ntege,Uganda,803417110.0,Start,44.1
454,Benna Namugwanya,Uganda,804317144.0,Start,44.1
455,Dorothy Hyuha,Uganda,804643751.0,Start,44.1
456,Sam Cheptoris,Uganda,804781815.0,Start,44.1
457,Betty Oyella Bigombe,Uganda,804829931.0,C,44.1
458,Muwenda Mutebi II of Buganda,Uganda,804856220.0,C,44.1
459,Nabilah Naggayi Sempala,Uganda,804883827.0,Start,44.1
460,Charles Mayiga,Uganda,804903944.0,Start,44.1
461,Muteesa I of Buganda,Uganda,805179937.0,Start,44.1
462,Mwanga II of Buganda,Uganda,805289323.0,C,44.1
463,Idi Amin,Uganda,805328243.0,B,44.1
464,Irene Muloni,Uganda,805393764.0,Start,44.1
465,Gershom Sizomu,Uganda,805409966.0,Start,44.1
466,Specioza Kazibwe,Uganda,805435381.0,Start,44.1
467,Janet Museveni,Uganda,805463795.0,C,44.1
468,Evelyn Anite,Uganda,805660978.0,C,44.1
469,Betty Amongi,Uganda,805668648.0,Start,44.1
470,Cecilia Ogwal,Uganda,805668810.0,Start,44.1
471,Doreen Amule,Uganda,805678630.0,Start,44.1
472,Muhammad Nsereko,Uganda,806171535.0,Start,44.1
473,Betty Nambooze,Uganda,806171836.0,Start,44.1
474,Barbara Nekesa Oundo,Uganda,806276711.0,Start,44.1
475,Oliver Wonekha,Uganda,806276835.0,Start,44.1
476,Margaret Zziwa,Uganda,806337809.0,Start,44.1
477,Mutesa II of Buganda,Uganda,806741960.0,C,44.1
478,Ignatius K. Musaazi,Uganda,807146511.0,C,44.1
479,Princess Elizabeth Nantale Mulondo,Uganda,807467793.0,Start,44.1
480,Template:Namibia-politician-stub,Namibia,391862409.0,Stub,2.5
481,Template:Namibia-mayor-stub,Namibia,444756008.0,Stub,2.5
482,Karlous Marx Shinohamba,Namibia,706945392.0,Stub,2.5
483,Dawid Bezuidenhout,Namibia,714705477.0,Stub,2.5
484,Gabes Shihepo,Namibia,714887791.0,Start,2.5
485,Themistokles Dudu Murorua,Namibia,715035025.0,Stub,2.5
486,Johannes Nakwafila,Namibia,715168821.0,Stub,2.5
487,Kaire Mbuende,Namibia,715193056.0,Stub,2.5
488,Jhonny Haikella Hakaye,Namibia,715558961.0,Stub,2.5
489,Rihupisa Justus Kandando,Namibia,715716890.0,Stub,2.5
490,Sebastian Ignatius ǃGobs,Namibia,715737685.0,Stub,2.5
491,Hans Booys,Namibia,716991969.0,Stub,2.5
492,Isak Katali,Namibia,717212350.0,Stub,2.5
493,Paulus Kapia,Namibia,717631584.0,Stub,2.5
494,Johannes Isaaks,Namibia,717961259.0,Stub,2.5
495,Usko Nghaamwa,Namibia,719244071.0,Stub,2.5
496,Nangolo Ithete,Namibia,719408472.0,Stub,2.5
497,Solomon Witbooi,Namibia,719434480.0,Stub,2.5
498,Willem Appollus,Namibia,719595059.0,Stub,2.5
499,Reggie Diergaardt,Namibia,719824825.0,Stub,2.5
500,Hadino Hishongwa,Namibia,719949040.0,Stub,2.5
501,Erastus Tjejamba,Namibia,720139575.0,Stub,2.5
502,Gottlob Mbaukua,Namibia,720139591.0,Stub,2.5
503,Ambrosius Haingura,Namibia,721140900.0,Stub,2.5
504,John Shaetonhodi,Namibia,721902067.0,Stub,2.5
505,Theofelus Eiseb,Namibia,725653685.0,Stub,2.5
506,Hilma Nicanor,Namibia,725836779.0,Stub,2.5
507,Johan de Waal,Namibia,726241234.0,Start,2.5
508,Leon Jooste,Namibia,726241279.0,Stub,2.5
509,Eben van Zijl,Namibia,726241614.0,Start,2.5
510,Kalla Gertze,Namibia,726549300.0,Stub,2.5
511,Festus Ueitele,Namibia,726575925.0,Stub,2.5
512,Moses Amweelo,Namibia,726634885.0,Stub,2.5
513,Paul Smit,Namibia,726685653.0,Start,2.5
514,Alpheus Muheua,Namibia,726826653.0,Stub,2.5
515,Tjekero Tweya,Namibia,732970610.0,Stub,2.5
516,Lawrence Sampofu,Namibia,735098018.0,Stub,2.5
517,Marten Kapewasha,Namibia,736632076.0,Stub,2.5
518,Mose Penaani Tjitendero,Namibia,737894808.0,Stub,2.5
519,Clemens Kashuupulwa,Namibia,739326407.0,Stub,2.5
520,Muesee Kazapua,Namibia,742567576.0,Stub,2.5
521,Jan de Wet,Namibia,749312888.0,Start,2.5
522,Auguste Xoagus,Namibia,749384677.0,Stub,2.5
523,Arnold Tjihuiko,Namibia,749557521.0,Stub,2.5
524,Hafeni Ndemula,Namibia,750064392.0,Stub,2.5
525,Billy Mwaningange,Namibia,750168721.0,Stub,2.5
526,Thimoteus Tjamuaha,Namibia,750423258.0,Stub,2.5
527,Ignatius Shixwameni,Namibia,756962215.0,Stub,2.5
528,Hansina Christiaan,Namibia,757074156.0,Stub,2.5
529,Elma Dienda,Namibia,757074197.0,Stub,2.5
530,Clara Gowases,Namibia,757074271.0,Stub,2.5
531,Petrina Haingura,Namibia,757074308.0,Stub,2.5
532,Agnes Kafula,Namibia,757075026.0,Stub,2.5
533,Rosa Kavara,Namibia,757075263.0,Stub,2.5
534,Ngohauvi Lydia Kavetu,Namibia,757075306.0,Stub,2.5
535,Agnes Limbo,Namibia,757075328.0,Start,2.5
536,Teopolina Mushelenga,Namibia,757075486.0,Stub,2.5
537,Pashukeni Shoombe,Namibia,757076190.0,Stub,2.5
538,Katrina Hanse-Himarwa,Namibia,757565608.0,Stub,2.5
539,Henock Kankoshi,Namibia,757916897.0,Stub,2.5
540,Ida Hoffmann,Namibia,758853149.0,Stub,2.5
541,Sirkka Ausiku,Namibia,763773708.0,Start,2.5
542,Royal /Ui/o/oo,Namibia,765635399.0,Stub,2.5
543,Andrew Matjila,Namibia,767169616.0,Stub,2.5
544,Nathaniel Maxuilili,Namibia,768127257.0,Stub,2.5
545,Richard Kamwi,Namibia,768705466.0,Start,2.5
546,Joel Kaapanda,Namibia,768706125.0,Start,2.5
547,Rebecca Ndjoze-Ojo,Namibia,768706805.0,Start,2.5
548,Pohamba Shifeta,Namibia,768706876.0,Start,2.5
549,Uahekua Herunga,Namibia,768707364.0,Stub,2.5
550,Silvia Makgone,Namibia,768707856.0,Stub,2.5
551,Uilika Nambahu,Namibia,768797762.0,Stub,2.5
552,Pauline Dempers,Namibia,768809413.0,Start,2.5
553,Kovambo Nujoma,Namibia,768878536.0,Start,2.5
554,Penehupifo Pohamba,Namibia,770535053.0,Start,2.5
555,Hendrik Witbooi (politician),Namibia,772596247.0,Start,2.5
556,Ben Amathila,Namibia,773039495.0,Start,2.5
557,Heiko Lucks,Namibia,773070957.0,Stub,2.5
558,Netumbo Nandi-Ndaitwah,Namibia,773073864.0,Start,2.5
559,Erasmus Hendjala,Namibia,773588389.0,Stub,2.5
560,Cornelius Thuhageni Njoba,Namibia,774841020.0,Stub,2.5
561,Jurie Viljoen,Namibia,777857622.0,Start,2.5
562,Kandy Nehova,Namibia,778252266.0,Stub,2.5
563,Laura McLeod-Katjirua,Namibia,779986740.0,Start,2.5
564,Lempy Lucas,Namibia,780240233.0,Start,2.5
565,Jager Afrikaner,Namibia,781797749.0,Start,2.5
566,Jan Jonker Afrikaner,Namibia,781797819.0,Stub,2.5
567,Usutuaije Maamberua,Namibia,782432741.0,Start,2.5
568,Lucia Witbooi,Namibia,782487405.0,Stub,2.5
569,Philemon Moongo,Namibia,782702063.0,Start,2.5
570,Margaret Mensah-Williams,Namibia,783424239.0,Start,2.5
571,Marlene Mungunda,Namibia,783659445.0,Stub,2.5
572,Matheus Shikongo,Namibia,783936425.0,Stub,2.5
573,Hendrina Afrikaner,Namibia,785009070.0,Stub,2.5
574,Nickey Iyambo,Namibia,785237742.0,C,2.5
575,Willem Konjore,Namibia,785239830.0,Stub,2.5
576,Christian Afrikaner,Namibia,785267613.0,Stub,2.5
577,Manasse ǃNoreseb,Namibia,787159099.0,GA,2.5
578,Emil Appolus,Namibia,787547117.0,Start,2.5
579,Saara Kuugongelwa,Namibia,787813373.0,Start,2.5
580,Bernhardt Esau,Namibia,787890930.0,Start,2.5
581,John Pandeni,Namibia,788618481.0,Start,2.5
582,Loide Kasingo,Namibia,788620617.0,Start,2.5
583,Anton von Wietersheim,Namibia,789457805.0,Start,2.5
584,Emma Tuahepa,Namibia,789936651.0,Stub,2.5
585,Template:Namibian-politician-stub,Namibia,789946235.0,Stub,2.5
586,Asser Mbai,Namibia,789979998.0,Stub,2.5
587,Piet van der Walt,Namibia,790732456.0,Stub,2.5
588,Tom Alweendo,Namibia,790926872.0,Stub,2.5
589,Jeremia Nambinga,Namibia,790971471.0,Stub,2.5
590,Lucia Basson,Namibia,791521544.0,Stub,2.5
591,Monica Geingos,Namibia,792295818.0,Stub,2.5
592,Albert Kawana,Namibia,792363345.0,Start,2.5
593,Buddy Wentworth,Namibia,792553915.0,Stub,2.5
594,Bernadus Swartbooi,Namibia,792730125.0,Stub,2.5
595,Sophia Shaningwa,Namibia,793644087.0,Stub,2.5
596,Clemens Kapuuo,Namibia,794649810.0,C,2.5
597,Joseph Obgeb Jimmy,Namibia,797028914.0,Stub,2.5
598,Andreas Shipanga,Namibia,797218947.0,C,2.5
599,Hermanus Beukes,Namibia,797219044.0,Stub,2.5
600,Elaine Trepper,Namibia,797422099.0,Stub,2.5
601,Anton Lubowski,Namibia,797926029.0,Start,2.5
602,John Ya-Otto,Namibia,798445586.0,Stub,2.5
603,Peya Mushelenga,Namibia,798678085.0,Start,2.5
604,Rosa Namises,Namibia,798722629.0,C,2.5
605,Mohammed Stuart,Namibia,799023818.0,Stub,2.5
606,David Namwandi,Namibia,799202571.0,Start,2.5
607,Dawid Boois,Namibia,799283073.0,Start,2.5
608,Nora Schimming-Chase,Namibia,799298806.0,Stub,2.5
609,Peter Naholo,Namibia,799511171.0,Stub,2.5
610,Monica Nashandi,Namibia,799557543.0,C,2.5
611,Sakaria Nashandi,Namibia,799557683.0,Stub,2.5
612,Penda Ya Ndakolo,Namibia,799557832.0,Stub,2.5
613,Wilfried Emvula,Namibia,799559369.0,Stub,2.5
614,Elia Kaiyamo,Namibia,799560238.0,Start,2.5
615,Marx Nekongo,Namibia,799561144.0,Stub,2.5
616,Priscilla Beukes,Namibia,799566361.0,Stub,2.5
617,Philemon Malima,Namibia,799949216.0,Start,2.5
618,Rosalia Nghidinwa,Namibia,800002912.0,Start,2.5
619,Rudolph Kamburona,Namibia,800014905.0,Stub,2.5
620,Samuel Mbambo,Namibia,800067483.0,Start,2.5
621,Brendan Simbwaye,Namibia,800092405.0,Start,2.5
622,First Lady of Namibia,Namibia,800356701.0,Stub,2.5
623,Doreen Sioka,Namibia,800360997.0,Start,2.5
624,Steve Bezuidenhout,Namibia,800697620.0,Stub,2.5
625,Erastus Uutoni,Namibia,801845003.0,Stub,2.5
626,Pendukeni Iivula-Ithana,Namibia,803055843.0,C,2.5
627,Nehale Mpingana,Namibia,803403039.0,Start,2.5
628,John Mabuku,Namibia,804447986.0,Stub,2.5
629,Libertina Amathila,Namibia,804939484.0,Start,2.5
630,Frans Indongo,Namibia,804964495.0,Start,2.5
631,Eric Biwa,Namibia,804964895.0,Stub,2.5
632,Steve Mogotsi,Namibia,805008003.0,Stub,2.5
633,Clara Bohitile,Namibia,805008074.0,Start,2.5
634,Michael Goreseb,Namibia,805053642.0,Stub,2.5
635,Lydia Katjita,Namibia,805054018.0,Start,2.5
636,Asser Kuveri Kapere,Namibia,805055267.0,Start,2.5
637,Immanuel Ngatjizeko,Namibia,805120872.0,Start,2.5
638,Elijah Ngurare,Namibia,805772941.0,Start,2.5
639,Sacky Shanghala,Namibia,805855320.0,Start,2.5
640,Angelika Muharukua,Namibia,805981237.0,Start,2.5
641,Martin Andjaba,Namibia,806653470.0,Stub,2.5
642,Jonker Afrikaner,Namibia,806995404.0,Start,2.5
643,Kanuni (hompa),Namibia,807120122.0,Start,2.5
644,Gustaphine Tjombe,Namibia,807168546.0,Stub,2.5
645,Template:Nigeria-politician-stub,Nigeria,391862819.0,Stub,195.9
646,Template:Nigeria-diplomat-stub,Nigeria,548342756.0,Stub,195.9
647,Template:Nigeria-activist-stub,Nigeria,563278068.0,Stub,195.9
648,Aliyu Ibrahim Gebi,Nigeria,639021339.0,Stub,195.9
649,Azeez Issa Adesiji,Nigeria,671511760.0,Stub,195.9
650,Salisu Buhari,Nigeria,677435096.0,Stub,195.9
651,Template:RiversState-politician-stub,Nigeria,683127263.0,Stub,195.9
652,Template:Abia State-politician-stub,Nigeria,683996491.0,Stub,195.9
653,Igwe Aja-Nwachukwu,Nigeria,691389889.0,Stub,195.9
654,Christopher Nwankwo,Nigeria,696479863.0,Stub,195.9
655,Henry Ajomale,Nigeria,704094181.0,Stub,195.9
656,Kolapo Ishola,Nigeria,704235837.0,Start,195.9
657,Philip O. Emafo,Nigeria,704719275.0,Stub,195.9
658,Gidado dan Laima,Nigeria,705586751.0,Start,195.9
659,Jolly Nyame,Nigeria,706146554.0,Stub,195.9
660,Michael Botmang,Nigeria,709667983.0,Start,195.9
661,Aliyu Musa,Nigeria,710281144.0,Stub,195.9
662,Suleiman Takuma,Nigeria,710317252.0,Start,195.9
663,Igwegbe Odum,Nigeria,710422165.0,Stub,195.9
664,Isaac Shaahu,Nigeria,710510120.0,Stub,195.9
665,Ahmed Musa (politician),Nigeria,710510264.0,Stub,195.9
666,John Kadiya,Nigeria,710510671.0,Stub,195.9
667,Mahmud Tukur,Nigeria,710518211.0,Stub,195.9
668,Dapo Sarumi,Nigeria,710533184.0,Stub,195.9
669,Abraham Imogie,Nigeria,710533207.0,Stub,195.9
670,Adelusi Adeluyi,Nigeria,710533503.0,Stub,195.9
671,Samuel Edem,Nigeria,710985648.0,Stub,195.9
672,Jacob Obande,Nigeria,711417189.0,Stub,195.9
673,Abba Habib,Nigeria,711545907.0,Stub,195.9
674,Ganiyu Dawodu,Nigeria,711978679.0,Stub,195.9
675,Wahab Goodluck,Nigeria,712081212.0,Stub,195.9
676,Eddie Mbadiwe,Nigeria,712155706.0,Stub,195.9
677,George Agbazika Innih,Nigeria,712289148.0,Start,195.9
678,Oluseyi Bajulaiye,Nigeria,712500159.0,Stub,195.9
679,Vincent Eze Ogbulafor,Nigeria,714196192.0,Stub,195.9
680,Joseph Tarka,Nigeria,715792629.0,Start,195.9
681,Peter Onu,Nigeria,716145017.0,Stub,195.9
682,Ayisha Osori,Nigeria,717055090.0,Start,195.9
683,Chukwuemeka Ujam,Nigeria,717185387.0,Stub,195.9
684,Mamuda Aliyu Shinkafi,Nigeria,717224947.0,Stub,195.9
685,Steven Lawani,Nigeria,717363689.0,Stub,195.9
686,John Ewerekumoh Yeri,Nigeria,717535392.0,Stub,195.9
687,Sani Ndanusa,Nigeria,717537537.0,Start,195.9
688,Musa Inuwa,Nigeria,717577322.0,Stub,195.9
689,Shehu Kangiwa,Nigeria,717579914.0,Start,195.9
690,Usman Faruk,Nigeria,717587144.0,Start,195.9
691,Mike Attah,Nigeria,717587540.0,Stub,195.9
692,Datti Abubakar,Nigeria,717588432.0,Stub,195.9
693,John Kpera,Nigeria,717589198.0,Start,195.9
694,Mustapha Ismail,Nigeria,717595920.0,Stub,195.9
695,Joe Kalu-Igboama,Nigeria,717595956.0,Stub,195.9
696,Tanko Zubairu,Nigeria,717597698.0,Stub,195.9
697,Sunday Tuoyo,Nigeria,717601015.0,Stub,195.9
698,Sunday Abiodun Olukoya,Nigeria,717602204.0,Stub,195.9
699,Tony Ene Asuquo,Nigeria,717628113.0,Stub,195.9
700,Chukwuemeka Chikelu,Nigeria,717711844.0,Start,195.9
701,Broderick Bozimo,Nigeria,717802214.0,Stub,195.9
702,Olu Agunloye,Nigeria,717872176.0,Stub,195.9
703,Saidu Barda,Nigeria,718146373.0,Start,195.9
704,Werinipre Seibarugo,Nigeria,718210388.0,Stub,195.9
705,Musa Usman,Nigeria,718225373.0,Stub,195.9
706,Omoniyi Caleb Olubolade,Nigeria,718461820.0,Start,195.9
707,Sefiu Adegbenga Kaka,Nigeria,719905993.0,Stub,195.9
708,Kingsley Esiso,Nigeria,720011103.0,Stub,195.9
709,Ikeje Asogwa,Nigeria,720083087.0,Start,195.9
710,Ignatius Olisemeka,Nigeria,720161941.0,Stub,195.9
711,Alhaji Hassan Dalhat,Nigeria,721581071.0,Stub,195.9
712,Maurice Ekpenyong,Nigeria,722438087.0,Stub,195.9
713,Joshua M. Lidani,Nigeria,722467684.0,Stub,195.9
714,Haliru Dantoro,Nigeria,722859616.0,Stub,195.9
715,Patrick Ekpotu,Nigeria,723745966.0,Stub,195.9
716,Saviour Friday Udoh,Nigeria,725060895.0,Stub,195.9
717,Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530.0,Start,195.9
718,Stephen Oluwole Awokoya,Nigeria,725642924.0,Start,195.9
719,Yinka Durosinmi,Nigeria,725668970.0,Start,195.9
720,Mahmud Shinkafi,Nigeria,726805368.0,Stub,195.9
721,Muhammed K. Abubakar,Nigeria,726818559.0,Stub,195.9
722,Nduese Essien,Nigeria,726818744.0,Start,195.9
723,Oladapo Afolabi,Nigeria,727741721.0,Start,195.9
724,Lloyd Chukwuemeka,Nigeria,730632839.0,Stub,195.9
725,Jerry Needam,Nigeria,730842731.0,Stub,195.9
726,Ojo Maduekwe,Nigeria,731021539.0,Start,195.9
727,Clifford Ohiagu,Nigeria,731276297.0,Stub,195.9
728,Njoku Nnamdi,Nigeria,731276344.0,Stub,195.9
729,Iheanacho Obioma,Nigeria,731276359.0,Stub,195.9
730,Uchechukwu N. Maduako,Nigeria,731276379.0,Stub,195.9
731,Anthony Eze Enwereuzor,Nigeria,731276422.0,Stub,195.9
732,Macebuh Chinonyerem,Nigeria,731276452.0,Stub,195.9
733,Nwakanwa Chimaobi,Nigeria,731276490.0,Stub,195.9
734,Ameh Ebute,Nigeria,731276619.0,Stub,195.9
735,Tanimowo Ogunlesi,Nigeria,731579887.0,Stub,195.9
736,Raphael Nomiye,Nigeria,732432078.0,Start,195.9
737,Elizabeth Ativie,Nigeria,737060177.0,Start,195.9
738,Achike Udenwa,Nigeria,737673853.0,Stub,195.9
739,Michael O. Chinda,Nigeria,737771495.0,Stub,195.9
740,Martins Amaewhule,Nigeria,737781073.0,Stub,195.9
741,Frank Eke,Nigeria,737787109.0,Stub,195.9
742,Sarafa Tunji Ishola,Nigeria,739125240.0,Start,195.9
743,John Mark Inienger,Nigeria,739129789.0,Start,195.9
744,Adamu Waziri,Nigeria,739175973.0,Start,195.9
745,Abubakar Sadiq A. Mohammed,Nigeria,739176020.0,Stub,195.9
746,Aliyu Obaje,Nigeria,740306640.0,Stub,195.9
747,L. A. Fabunmi,Nigeria,740447269.0,Stub,195.9
748,Temi Ejoor,Nigeria,741172432.0,Stub,195.9
749,John Yakubu,Nigeria,742117154.0,Stub,195.9
750,Boniface S. Emerengwa,Nigeria,742243239.0,Stub,195.9
751,Abdullahi Balarabe Salame,Nigeria,742594594.0,Stub,195.9
752,Patrick Koshoni,Nigeria,742684693.0,Start,195.9
753,Samuel Ogeh,Nigeria,743083415.0,Stub,195.9
754,Tatari Ali,Nigeria,743190896.0,Start,195.9
755,Odigha Odigha,Nigeria,743856621.0,Stub,195.9
756,Aminu Safana,Nigeria,743862677.0,Stub,195.9
757,Mohammed Bello Adoke,Nigeria,744087654.0,Start,195.9
758,Samuel Bassey,Nigeria,744117777.0,Start,195.9
759,Oluyemi Adeniji,Nigeria,744916250.0,Start,195.9
760,Oseleye Ojuka,Nigeria,745439794.0,Stub,195.9
761,Edwin Ume-Ezeoke,Nigeria,745595238.0,Stub,195.9
762,Raymond Njoku,Nigeria,745786235.0,Start,195.9
763,Tunji Otegbeye,Nigeria,746273474.0,C,195.9
764,Aminu Bashir Wali,Nigeria,746438262.0,Start,195.9
765,Bashir Yuguda,Nigeria,746534137.0,Stub,195.9
766,Frank Ajobena,Nigeria,746565081.0,Stub,195.9
767,Yarima Ibrahim,Nigeria,746756722.0,Stub,195.9
768,Sylvester Ugoh,Nigeria,747244277.0,Stub,195.9
769,National Security Advisor (Nigeria),Nigeria,747988410.0,Stub,195.9
770,Louis Mbanefo,Nigeria,748101471.0,C,195.9
771,Olugbenga Ashiru,Nigeria,748515743.0,Stub,195.9
772,Nuhu Bamalli,Nigeria,748633284.0,Stub,195.9
773,"List of Governors of Northern Region, Nigeria",Nigeria,751053462.0,Stub,195.9
774,Adejoke Orelope-Adefulire,Nigeria,751780937.0,Stub,195.9
775,Remi Babalola,Nigeria,752461243.0,Start,195.9
776,Onaolapo Soleye,Nigeria,752630175.0,Stub,195.9
777,Dahiru Mohammed,Nigeria,753093526.0,Start,195.9
778,Dan Nwanyanwu,Nigeria,753193542.0,Start,195.9
779,Sebastian Okechukwu Mezu,Nigeria,753200315.0,Start,195.9
780,James Shaibu Barka,Nigeria,753201175.0,Start,195.9
781,Danburam Abubakar Nuhu,Nigeria,753215523.0,Start,195.9
782,Tanko Yakasai,Nigeria,753870254.0,Stub,195.9
783,Ayo Fasanmi,Nigeria,755225924.0,Stub,195.9
784,Timothy Shelpidi,Nigeria,755597113.0,Stub,195.9
785,Feyisetan Fayose,Nigeria,756222460.0,Stub,195.9
786,Eme Okoro,Nigeria,756322600.0,Stub,195.9
787,Chukwuemeka Ngozichineke Wogu,Nigeria,756392289.0,Start,195.9
788,Sadiya Umar Farouq,Nigeria,756592132.0,Start,195.9
789,Ibrahim Bunu,Nigeria,756731872.0,Start,195.9
790,Mojisola Adekunle-Obasanjo,Nigeria,756827056.0,Stub,195.9
791,Yetunde Onanuga,Nigeria,756833464.0,Stub,195.9
792,Musa Mohammed Sada,Nigeria,757006942.0,Stub,195.9
793,Ebun Oyagbola,Nigeria,757336511.0,Start,195.9
794,Tejumade Alakija,Nigeria,757338458.0,Start,195.9
795,Gbolahan Olusegun Yishawu,Nigeria,757463566.0,Stub,195.9
796,Chinwe Obaji,Nigeria,757540500.0,Start,195.9
797,Fidelis Makka,Nigeria,757551494.0,Start,195.9
798,Fidelia Njeze,Nigeria,757562345.0,Start,195.9
799,Helen Esuene,Nigeria,757563136.0,Start,195.9
800,Manuela George-Izunwa,Nigeria,757613940.0,C,195.9
801,Ruqayyah Ahmed Rufa'i,Nigeria,757616922.0,Start,195.9
802,Clever Ikisikpo,Nigeria,757765871.0,Start,195.9
803,Samuel Adesina,Nigeria,757792473.0,Stub,195.9
804,Wilberforce Juta,Nigeria,757814345.0,Start,195.9
805,Mohammed Lawal,Nigeria,758372520.0,Start,195.9
806,Labaran Maku,Nigeria,758525626.0,Start,195.9
807,Nkechi Ikpeazu,Nigeria,758541021.0,Start,195.9
808,Mamman Kontagora,Nigeria,759171415.0,Start,195.9
809,Lamidi Adedibu,Nigeria,759508235.0,Start,195.9
810,Sarah Jibril,Nigeria,759698330.0,C,195.9
811,Ahmad Babba Kaita,Nigeria,760030043.0,Stub,195.9
812,Leo Segun Ajiborisha,Nigeria,760064451.0,Start,195.9
813,Deputy President of the Nigerian Senate,Nigeria,760126403.0,Stub,195.9
814,Walter Feghabo,Nigeria,760163064.0,Stub,195.9
815,Akanbi Oniyangi,Nigeria,760390131.0,Stub,195.9
816,Willie Obiano,Nigeria,760603745.0,Start,195.9
817,Chukwuebuka Anisiobi,Nigeria,761658964.0,Stub,195.9
818,Mohammed Kumalia,Nigeria,762063203.0,Stub,195.9
819,Gaius Obaseki,Nigeria,762106197.0,Start,195.9
820,Abd al-Qadir (Sokoto),Nigeria,762195257.0,Stub,195.9
821,Olugbenga Onaolapo Obadara,Nigeria,762379856.0,Stub,195.9
822,Ahmed Aboki Abdullahi,Nigeria,762496894.0,Stub,195.9
823,Friday Osanebi,Nigeria,762732359.0,Start,195.9
824,Abdulkadir Kure,Nigeria,763271950.0,Stub,195.9
825,Kande Balarabe,Nigeria,763593394.0,Stub,195.9
826,Richard Okonye,Nigeria,763681992.0,Start,195.9
827,Sabo Bakin Zuwo,Nigeria,763697656.0,Start,195.9
828,Mamman Shata,Nigeria,763883697.0,Start,195.9
829,Felix Hyatt,Nigeria,763999983.0,Stub,195.9
830,Zacheus Chukwukaelo Obi,Nigeria,764970868.0,Stub,195.9
831,Michael Opeyemi Bamidele,Nigeria,765023792.0,Start,195.9
832,Akachukwu Sullivan Nwankpo,Nigeria,765041723.0,C,195.9
833,Lekan Salami,Nigeria,765049939.0,Start,195.9
834,Moses Da Rocha,Nigeria,765260051.0,Start,195.9
835,Oluwaseyi Makinde,Nigeria,765263822.0,C,195.9
836,Yusuf Musa Nagogo,Nigeria,765273612.0,Start,195.9
837,Saidu Samaila Sambawa,Nigeria,765320219.0,Start,195.9
838,Segun Abraham,Nigeria,765563643.0,Start,195.9
839,Bukar Shaib,Nigeria,766493465.0,Stub,195.9
840,Alhaji Yahaya Madawaki,Nigeria,766945320.0,Start,195.9
841,Gabriel Suswam,Nigeria,767628905.0,Start,195.9
842,Sir Jude Ejiogu,Nigeria,768045378.0,Stub,195.9
843,Sheikh Ahmed Abdullah,Nigeria,768212416.0,Start,195.9
844,Samson Omeruah,Nigeria,768292967.0,Start,195.9
845,Dabo Aliyu,Nigeria,768440728.0,Stub,195.9
846,Ibrahim Kazaure,Nigeria,768484304.0,Stub,195.9
847,Josaiah Ndubuisi Wachuku,Nigeria,768489794.0,Stub,195.9
848,Bassey Asuquo,Nigeria,768587573.0,Stub,195.9
849,Michael Otedola,Nigeria,768611476.0,Start,195.9
850,Clem Ohameze,Nigeria,768747977.0,Start,195.9
851,Hadiza Bala Usman,Nigeria,769343495.0,Start,195.9
852,Abubakar Malami,Nigeria,769900146.0,Start,195.9
853,Ifeanyi Ugwuanyi,Nigeria,770052156.0,Start,195.9
854,Steve Ayorinde,Nigeria,770262490.0,Start,195.9
855,Richard Akinjide,Nigeria,770262534.0,Start,195.9
856,Sirika Hadi,Nigeria,771454540.0,Start,195.9
857,Ahmed Idris,Nigeria,771500609.0,Stub,195.9
858,Grace Ekpiwhre,Nigeria,771833733.0,Start,195.9
859,Victor Akande,Nigeria,772191879.0,Stub,195.9
860,Eziuche Ubani,Nigeria,772363251.0,Start,195.9
861,Isyaku Ibrahim,Nigeria,772366075.0,Start,195.9
862,Rilwanu Lukman,Nigeria,772635428.0,C,195.9
863,Edmund Daukoru,Nigeria,772635472.0,Start,195.9
864,Augustus Aikhomu,Nigeria,772962322.0,Start,195.9
865,Felix A. Obuah,Nigeria,773417427.0,Start,195.9
866,Mike Akhigbe,Nigeria,773596602.0,Start,195.9
867,Omotayo Oduntan,Nigeria,773766121.0,Stub,195.9
